Tweet,Label
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
On a positive note we in Wandsworth now have four fantastic Labour MP's and they're all women ???????????????? #notmygovernment https://t.co/YRJ5FxZHGi,0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"This form should be compulsory.
#notmygovernment https://t.co/rxBYGve70g",1
"Can’t believe people actually voted for a racist prime minister? 
With Jacob Rees Mogg who claimed the Grenfell victims “lacked common sense”
Another conservative candidate said people with disablities should be paid less because some  “don’t understand money” 
#notmygovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"""People hold views because of their lived experience and how they process that within their own emotional frame of reference "" @sally_Therapist @jellymalin @RebeccaCNReid 
@TherealNihal @almaraabgarian 
#bbcelection #notmygovernment #OneNation",0
"Wrote this for my vile FB “friends” but thought the rest of the UK needed to see it too seeing as nothing is going to stop people from invalidating our lives despite being aware of our suffering. From a chronically ill, disabled woman to every single Tory voter. #NotMyGovernment https://t.co/LkPCeZHFWS",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"I'm comfort eating today. Likely to be the size of a whale by evening.

#notmygovernment",0
"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"Congratulations, Boris. You've given legitimacy to those bridge-dwelling trolls that actively despise the poor, the needy, the vulnerable. But we will never give up on them. #notmygovernment",0
"#notmygovernment To all the ex labour voters that voted Tory yesterday,you voted for them at what cost ..? They will think they have a mandate to do what they like , they will not sort out the real problems in our society like housing , NH S ,poverty, good luck you’re need it",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"Assam is Burning!
#AssamProtest 
#Amit_Shah_is_New_Jinnah 
#notmygovernment #CABBill2019 #CAB_????_????? https://t.co/Dul84JPo4l",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
so you all want someone who says shit like this running the country? #notmygovernment https://t.co/gKEe9e4Nyq,0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"This nation has just shown itself. You put your personal dislike for one man above the needs of thousands of people. I work for public services but have no intention of upholding the ideas these people will surely implement. Get ready for the fight friends

#notmygovernment",0
""" Although this is challenging try very hard to separate the politics from the person "" @sally_Therapist @jellymalin @RebeccaCNReid 
@TherealNihal @KirstyLCard 
#bbcelection #notmygovernment #OneNation",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
"Ah ‘Great’ Britain. You were founded by some of the most hateful and greed-driven acts and yet by the year, you manage to grow ever more disgraceful as you fail to change with the times and relish in the very same hatred and greed that runs so deep in your blood. #notmygovernment",0
"as a disabled person, i cannot begin to tell you how terrifying it is that you all elected a government that HATE people like me and have been responsible for thousands of their deaths #notmygovernment",0
"I'm comfort eating today. Likely to be the size of a whale by evening.

#notmygovernment",0
I would like to thank Hugh grant. Steve coogan. Owen jones. John major and Tony Blair for making it possible for Boris Johnson to be elected as prime minister with a huge majority. Your arrogance has made our minds up.  #notmygovernment,0
"Corbyn still did better than Miliband in 2015, and he didn't have to contend with Brexit. So lefty Labour is still better placed than centrist Labour, for sure...

2?0?1?5?
?? 9,347,273 (30.4%)

2?0?1?9?
?? 10,292,354 (32.3%)*

#ElectionResults2019
#NotMyGovernment",0
"the vulnerable are going to suffer more, more homeless people suffering, food banks increasing, the nhs being privatised. I think it’s disgusting people voting for a government  that puts their earnings over the vulnerable suffering. Where is the humanity! ! #notmygovernment",0
"So my city has voted out our Labour MP, an NHS nurse who has fought to make a difference in favour of a man who equates gay marriage to sex with animals. What the actual fuck is happening #notmygovernment",0
"I really don't want to live in Boris Johnson's shitty post brexit paradise: a dysfunctional island of hate drifting away from Europe and closer to the full throttle disaster capitalism of Trump's America.

#notmygovernment 
#GeneralElection2019",0
i don’t trust the majority. y’all are happily destroying stability &amp; hope through ignorance. good luck with Brexit you fools. #notmygovernment #NotMyPM,0
"So my city has voted out our Labour MP, an NHS nurse who has fought to make a difference in favour of a man who equates gay marriage to sex with animals. What the actual fuck is happening #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"""Remember @MichelleObama said: “When they go low: I go high."" @sally_Therapist @jellymalin @RebeccaCNReid 
@TherealNihal @KirstyLCard 
#bbcelection #notmygovernment #OneNation",0
NOT MY MF GOVERNMENT AND THAT IS ON THAT. #notmygovernment,0
"@nicransome Just tuned in for a couple of minutes, and you’re absolutely right. “The mood has changed.” Fuck it, my mood hasn’t changed. This is #notmygovernment.",0
They are calling themselves ‘The People’s Government’... makes me want to vomit. #NotMyGovernment https://t.co/XGHKHeOs9W,0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"If you can lie without consequence, why would anyone tell the truth?

It seems the UK has followed the US into the abyss.

Little England is here and is likely to go low, taking many others with it...

#notmygovernment #Friday13th https://t.co/B0OvOpMTkH",0
"The meltdown going on under the #notmygovernment hashtag is hilarious.
Hey, leftards, your Absolute Boy took one hell of a beating.
#ElectionResults2019",0
"Islamicat gonna mask slip for just one second......but THE FURKING SALT on Twitter today. #notmygovernment trending? These people really, really, really don't get it do they? Elections are not fought or won on social media. These champagne socialist luvvies all need to furk off https://t.co/12y3EvdmFZ",0
so you all want someone who says shit like this running the country? #notmygovernment https://t.co/gKEe9e4Nyq,0
"They're calling themselves ""The People's Government"". They make me feel sick. 

#notmygovernment",0
On a positive note we in Wandsworth now have four fantastic Labour MP's and they're all women ???????????????? #notmygovernment https://t.co/YRJ5FxZHGi,0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"""Don’t elaborate. Don’t get emotional just in a quiet assertive way repeat your stuck record phrase"" @sally_Therapist 
#bbcelection #notmygovernment #OneNation",0
so you all want someone who says shit like this running the country? #notmygovernment https://t.co/gKEe9e4Nyq,0
"Corbyn still did better than Miliband in 2015, and he didn't have to contend with Brexit. So lefty Labour is still better placed than centrist Labour, for sure...

2?0?1?5?
?? 9,347,273 (30.4%)

2?0?1?9?
?? 10,292,354 (32.3%)*

#ElectionResults2019
#NotMyGovernment",0
"Islamicat gonna mask slip for just one second......but THE FURKING SALT on Twitter today. #notmygovernment trending? These people really, really, really don't get it do they? Elections are not fought or won on social media. These champagne socialist luvvies all need to furk off https://t.co/12y3EvdmFZ",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
#notmygovernment who the FUCK voted conservative. i want to talk.,0
"Right. Move on. Election is done. Time to get energy together to hold this government to account. Signing out for now.
#FridayThe13th #NotMyGovernment #NotMyPrimeMinister https://t.co/DbNuP5d3Cv",0
"Brothers and sisters of Scotland: it is time for Independence! ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
https://t.co/JXshGINCOn

#notmygovernment #notmyprimeminister #liberalnation #centreleft #Indyref2 #endausterity #ScottishIndependence #itwasyourlastchance #fuckthetories",0
Proud of my city for voting labour- just devastating how terrible the outcome was. What a truly spooky Friday the 13th this turned out to be... For the next five years we have to help each other out to keep Britain afloat.  #notmygovernment #NotMyPM https://t.co/uMSjPHEygJ,0
"??BREAKING NEWS FROM THE THAMES...??????
*RT so NEVER again will a Democratic vote not be respected!

#notmygovernment #remoaners #ElectionResults2019 #GeneralElectionResults #Libtards #Remainers #LiberalTears #CORBYNRESIGN #Leave #LeaveEU #CorbynOut #Epsteindidntkillhimself #Q https://t.co/BuhXiH3Hqe",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
there’s videos of the people who count the votes RUBBING out the votes and crossing another box????  #notmygovernment,0
"I see that #notmygovernment is trending.

It actually is your government. Much as you fascists and corbynista bully boys would want otherwise, this is a democracy and you lost.
Like badly.
Really badly.

What is it with Corbyn's kids and the basic rules of our society?",0
now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"""It’s called the stuck record technique and in your own words just say “I’m not discussing this with you” or words to that effect and walk away."" @sally_Therapist @SkyNews  @VictoriaLIVE   #bbcelection #notmygovernment #OneNation",0
"With this election we have achieved something truly remarkable; something even I did not think was possible. Making people feel even more ashamed to be British.
#notmygovernment #ElectionResults2019",0
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
I am truly devastated and terrified of what the future will bring. What on earth happened to this country #NotMyPrimeMinister #notmygovernment,0
"#r4today was so busy still banging the anti-semitism drum they missed this from Muslim Council of Britain:""there's a palpable sense of fear amongst Muslim communities...Now we worry that Islamophobia is “oven-ready” for government."" #notmygovernment #ElectionResults2019",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
boris johnson is #NotMyPrimeMinister. he will never be my prime minister. the conservative party is #notmygovernment. we can’t take another 5 yesrs of this. you should be fucking ashamed of yourselves.,0
"loona teaser kpop fancam promo gc rt like ifb follow trick taekook jikook vmin jungkook nsfw bts twice comeback reply gain mutuals kidz bop thread trump 18+ meme fic angst bg gg apple fancy bwl soty mnet mama mma bighit jyp stray kids 
#notmygovernment
https://t.co/1KdPYa3Oxt",0
"This nation has just shown itself. You put your personal dislike for one man above the needs of thousands of people. I work for public services but have no intention of upholding the ideas these people will surely implement. Get ready for the fight friends

#notmygovernment",0
now you all need to stop pretending it's only the 1% or incredibly rich private school lads who vote Tory and recognise it's your mates and your colleagues and your family. stop distancing yourself from the problem and start TALKING about fucking POLITICS #notmygovernment,0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
i’m pissed. #notmygovernment https://t.co/7XcVUsckO2,1
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
"I don’t think I’ve ever been so worried about the future of this country as I am today. It’s sad that people cannot see past Brexit to fight for the rights of the poor, the NHS, and for the end of austerity #notmygovernment",0
"""When talking to friends and family with opposite political views have a prepared sentence ready that you can repeat on a loop."" @sally_Therapist @BBCNews @LBC

 #bbcelection #notmygovernment #OneNation",0
I don't want people to die because they can't afford healthcare. I don't want children unable to be educated because schools can't afford to run. I don't want more people to be homeless and using food banks. I don't want our public services falling apart. This is #notmygovernment,0
I know Conservatives got a majority but #notmygovernment is trending on twitter so I think it's all up in the air,0
Congratulations Boris for being the most diabolical smeghead this countries ever seen. You are #notmygovernment,0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"All the working class ‘Get Brexit Done’ brigade... when ALL our precious services are fucked, when the NHS is gone.... you get right to the fucking back of EVERY queue! You suffer in silence because you voted for your own demise you utter morons! 
#notmygovernment #NotMyPM",1
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"Sorry I can't come to work today, I woke up to the largest Tory majority since 87 and I'm walking into the sea. #notmygovernment",0
"How is it acceptable that there are 
4.6 million children in poverty

People becoming mentally ill because of financial stress (5 week wait for first universal credit payment) 

Workers relying on foodbanks

Public services suffering this much 

#notmygovernment 
#NotMyPM",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
BREAKING: twitter thought labour had won until 10pm yesterday. People are unhappy and refusing to accept the result so another election will be held next week until labour can win #notmygovernment,0
"So my city has voted out our Labour MP, an NHS nurse who has fought to make a difference in favour of a man who equates gay marriage to sex with animals. What the actual fuck is happening #notmygovernment",0
On a positive note we in Wandsworth now have four fantastic Labour MP's and they're all women ???????????????? #notmygovernment https://t.co/YRJ5FxZHGi,0
"I really don't want to live in Boris Johnson's shitty post brexit paradise: a dysfunctional island of hate drifting away from Europe and closer to the full throttle disaster capitalism of Trump's America.

#notmygovernment 
#GeneralElection2019",0
"This really says a lot @jeremycorbyn, the future is red. #notmygovernment https://t.co/a0cWNOblKl",0
"@jeremycorbyn Take back your resignation. You may have lost the election but that doesn’t mean you’ve lost the war. So much more could have been done to change the election in your favor. But the people need you now, we need hope and many still believe in you.#notmygovernment",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"#notmygovernment fucking repulsed by anyone who thought voting a genuine sociopath into office to work with a psychopath to privatise our NHS. Britain is full of racists, biggots and narcissists who are get a kick and make a meme out of little boys on hospital floors https://t.co/ISUfyBi4D6",0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"People choosing this way feels like a betrayal, a sense that I will always be a foreigner in my own country. Even more so now.

But small steps of kindness can make our communities better. See difference as opportunity. Donate to foodbanks.  Build bridges.

#notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"So my city has voted out our Labour MP, an NHS nurse who has fought to make a difference in favour of a man who equates gay marriage to sex with animals. What the actual fuck is happening #notmygovernment",0
This country actually makes me sick! So basically fuck humanity ennit? They care about their money &amp; their posh mates instead of the people suffering in this country! I don’t think I’ll ever say this in life but the UK is actually worse that the US #notmygovernment,0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
What an absolute EMBARRASSMENT it is to be a part of the UK where the majority of people are so brainwashed by such a horrible disgusting human being and voluntarily have him elected as PM. Scotland needs out of this complete shit show NOW #notmygovernment,0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
"#notmygovernment trending.
Mostly young student types who can't believe, despite voting twice, they lost.",0
"What have you done Britain?

I no longer feel proud to be British when we vote for poverty and the loss of our NHS.

Like the USA have just voted in a criminal to run this country into the ground

I just feel numb right now, stabbed in the back by my own class

#notmygovernment",0
It’s sickening to wake up to a government that openly supports hatred and couldn’t care less about the majority of British people. #notmygovernment,0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"The rich will get richer and the poor will get poorer. The number of food banks will go up and families will suffer, homelessness will go up, the NHS is fucked and ultimately people will die. All because people thought about them selves and no one else. #notmygovernment",0
"So the UK said fuck it to the students, the nurses, the teachers and the children today. Why? What did they do that was so bad that they had to be stripped of their future and their happiness???#notmygovernment",0
"People voted with their bbc-brainwashed minds on Brexit (which by the way will always be a mess) and not on important things like the NHS, poverty, education, equality etc. Eton’s own Trump is now here to stay and I’m devastated. #NotMyGovernment #NotMyPM",0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"I'm sorry. I'm sorry to those on the streets, I'm sorry to those families surviving on food banks, I'm sorry to the children with no heating at home, I'm sorry to those who despite living in the 5th richest country are living in poverty. I'm so sorry. ?? #notmygovernment",0
"#notmygovernment To all of those out there afraid of what comes next. We must stand together, where others did not. We have to represent what Britain was meant to be. A United Kingdom of equality and diversity. United we stand divided we fall.",0
"The great thing about the #notmygovernment hashtag is if all these losers stick to their word, we will get net migration down to the tens of thousands",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"""The English People's Government""...not even all the people living there. Just the people born there and probably just the white people born there (with some exceptions if they are right-wing enough).

The small-minded world of post-brexit England.

#NotMyPM 
#NotMyGovernment https://t.co/DK765JXd3M",0
Oh goody. We can drop the “Great” ???? Update our Facebook status with a check in at Foodbank. And spend the next ten years saying “I told you so”. Which is always popular. Friday the 13th. That’s it. We’re sunk. ?? #notmygovernment https://t.co/nWQtQC6kj7,0
"So many losers on this hashtag #notmygovernment all claiming they're leaving the country, if they'd have done it earlier we could have saved Thomas Cook ?? #GE19 #BorisJohnson",0
absolutely not #notmygovernment,1
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
So the UK is f*cked.... can we create a new island where the people who voted for Labour can quietly move to. ?? #notmygovernment,0
The time to collect people’s dreams has just come to the UK.. #worryingtimes #NotMyPrimeMinister #notmygovernment https://t.co/4GInqH68Q3,0
"Fuck the government
Fuck this country 
Fuck Boris
#notmygovernment",0
#notmygovernment and never will be my government unless it’s Labour.,0
"#notmygovernment
Britain is now FUCKED",0
"I AM MOVING TO CANADA, I can’t stay in this country anymore ????????#notmygovernment #UKElection https://t.co/aNOxzacJKF",0
"Love to all who are hurt and upset today. Know that even when the odds seem very much against you, a gay man defeated Ann Widdecombe.     ?? #LGBTQfamily #LGBT #notmygovernment https://t.co/8UZPYif4Mb",0
"Waking up in a country, that has a PM openly endorsed by Trump, Tommy Robinson, and Katie Hopkins brings new meaning to Friday the 13th. 

The UK deserves everything that coming its way.

#NotMyPrimeMinister #NotMyGovernment",0
"I'd like to thank the great British public. I'd like to thank them for believing in lies.  For rejecting boring things like truth and facts. For putting self before others. For saying 'Fuck you' to their children. You deserve me. 
#ElectionResults2019 #notmygovernment",0
"Despite enduring vile trolling the last 24 hours, I'm never going to give up fighting for what I believe is right. I will not set aside my values. I will not cease campaigning for a better, fairer, sustainable world. My legacy will be that I never gave up hope.
#NotMyGovernment",0
"This really is not our government 
 #notmygovernment #ElectionResults2019 https://t.co/7jwF6TjDzv",0
The next decade is over and it hasn’t even started. Here’s to 2030?? #notmygovernment,0
